"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","AppleType"
-2.45801727748663,0.0582221026047011,1.93182603973169,0.268432857706835,1.06613229354254,1.38839250006222,1.13095090143285,-0.213907420333382,0.181286229740152,0.0207708460328968,"English"
-2.15857638048714,-0.150862753012766,0.716180639102651,0.41550764292606,-0.617872592242261,-0.549354230484795,-0.219895150182493,0.520117664700733,-0.365297021599958,-0.082606283203141,"French"
-2.58956476845657,-0.757380085927422,-0.562190300506302,1.49989064089594,0.388334474415661,-0.247805479106119,-0.432475433665534,-0.189927182368926,-0.696276302682803,0.156986433032477,"French"
-2.31064631425725,-0.217033548525802,-1.0378922141356,0.937288273663801,-1.29928794271855,-0.379407811160785,0.645812779040534,-0.262009176419923,0.214624204250457,0.1551378496792,"French"
-1.4853663201267,-0.224797727273609,-0.510689647251718,-1.02476284596215,1.49488270038233,1.24716636804274,-0.506779725435463,-0.856037597722694,-0.279953327069596,0.388984795064936,"French"
-1.77220126582684,0.409661757219377,-1.68052940622379,0.471553904343092,0.608458924768842,-0.295158856579613,-0.435987752694042,0.106927812710752,0.0448494051379761,-0.223908827342009,"French"
-1.19014303124304,-0.352491340695172,0.00812488608080876,-1.23347314046097,1.05418088855114,0.56742540167556,-0.724288413067635,0.772954226922923,-0.497037192517634,0.129761453641094,"French"
-1.77078416560877,2.57481606486621,0.267576372423541,0.100413299416806,1.58017802756187,0.0818191392375815,0.673057765483949,1.85635179593807,-0.58349450049889,0.534827013703336,"French"
-0.460059834998007,1.66928055826385,0.267609294170523,0.0355859362715581,-0.712354685089907,0.244412888975411,-0.362262295127085,0.107597720387106,-0.397979456417566,-0.362368019435086,"French"
-1.81390567501777,0.676592568038919,-0.489282893851302,-2.57161909682602,-2.07540732440134,-0.95543855538145,0.169067150890751,0.0571748128723266,1.97537690660116,-0.685796536351057,"English"
-0.304811753316937,2.16951942923235,1.1636848537532,1.09003906047534,-1.77903487606908,-0.25246628649365,-0.786554159542483,-0.783567223682703,-0.0213750418610097,0.533569024629403,"English"
-2.9661018380134,-1.02250876098604,1.72064134975084,1.27415645197679,0.181242366701937,0.056673161528465,0.301087837965826,0.167125884856149,0.427436652077653,-0.545674164817674,"French"
-0.645756746899286,1.5194782045578,0.117019373537033,-2.14426361885411,-0.762667467806567,0.37537826664612,0.734588069121256,-0.539511251007859,-0.25980914530085,0.525569172921558,"French"
-2.73130564163473,-0.487925186889615,-2.21886125480897,0.264246404421812,1.4422114451629,-0.402186023802277,-1.03683684626365,0.00862293076135734,0.436402863563371,-0.314238269202609,"French"
1.40182804695711,1.81969774082873,-0.485176299332836,-0.100304551522018,-0.232229028006696,0.415372947032327,0.133065011155349,-0.571391995796562,-0.217561714552171,-0.157385400094975,"French"
-1.34558210125669,-2.16775649744647,1.69591859510866,1.59844734924103,-0.377772319952449,-0.431241081670476,-0.406812179960779,-0.495954081662588,0.228783321385731,-0.0259444502215057,"French"
0.847532890505868,1.14819502150142,0.197792008355516,-1.08621265069454,0.47076264266753,-0.208223112810285,1.14587666041226,0.0246233143219241,-0.311416210040612,-0.81237050483688,"English"
0.56658081884386,-2.30631530623568,-0.756795845472563,-0.132355378393774,0.512613638788651,1.52006834867628,-0.223643213710923,0.813383343454777,0.925035782239209,0.133421439676967,"French"
0.233694119788868,1.2758313106813,-0.782102792425913,0.67814285121899,0.399728052026433,-0.830136447970234,0.591122326817472,-0.490469959953125,0.58718040788468,0.0241479685865102,"English"
-0.67781437558762,-0.636101409848792,0.683715556329,-0.290253486832696,-0.140974431812947,-0.757448328190353,-0.0554055559619211,-1.19420474817663,-0.326690368967507,0.183608101408672,"English"
0.88719718611178,0.127866455551463,-1.63361452724814,-0.171208754438928,0.217779352033111,-0.447761235665749,0.82943403803307,-0.476213142555677,0.0526593750915174,0.229327553952353,"French"
-0.1410676254946,-2.52004217426771,2.77832111319856,-0.338911283623847,-0.648903363428215,0.269366846049568,-0.111008437150573,-0.577488585291806,1.28044578110954,0.279223389099441,"French"
0.866693930131427,-0.494082915012652,0.0752402776464334,-0.210978600480937,0.192809198724829,-0.961345448298849,0.836980925869415,-0.419548905062859,-0.0533685516224221,0.369614467761672,"French"
0.729119654742387,0.365037038233108,1.40759446128063,-1.98521993307589,1.0574830402367,-2.02105091120333,-0.277776227761919,-0.234802661397491,-0.846252700880478,-0.635394471689897,"English"
0.706154483363171,-1.30709189601156,-0.453769963644787,-0.384251128410561,0.770393039497045,-0.604313326702996,-0.524569860416329,-0.50806576821403,0.0869762862250771,0.526728999586356,"French"
1.55798535145711,-0.445797165586684,0.577890517544448,-0.0500675703687837,0.940484892095852,-0.220545795055953,0.286780870305377,0.356284961222643,0.473881027900711,0.166601368680789,"English"
0.562247364860992,1.47656341892729,2.58344943109596,1.90395821428704,-0.315025811352696,0.068036493260099,0.867785951548142,-0.57044333484609,0.191382462322615,-0.0994278374221385,"English"
-0.131448475118887,-2.24710256127086,-0.979548970804289,-0.466980653998556,0.140258776174508,-1.74683763502669,0.893310657492362,0.41935948283206,-0.239301804008866,0.081610530666038,"French"
0.0978515026912345,-0.304887809988234,-0.549346072728269,0.2267096771762,0.980282000474955,0.111677533402986,1.95841445891865,-0.670798282498276,-0.527382533576611,-0.271759037714644,"French"
-1.23121367909107,0.0559192135740771,0.528989031331941,-1.61254251858023,0.153085898614015,-0.239350866530068,-1.35601412934369,-0.0251500207901255,-0.79968010377438,-0.484597192125743,"French"
0.528400787403135,1.3335250284383,0.00983072965046002,0.437685142350636,-0.845455442743893,0.486443637795587,-0.50488366355156,0.482478918424201,0.17345428592511,0.534969661232636,"French"
0.0349055787825769,0.125590620613009,-0.67037524554762,-0.19537516968941,-1.00064826106801,0.726094405271453,-0.793347590853791,-1.05477453414616,-0.557876422078048,0.48342712621972,"French"
-1.55065822619252,1.94629780557367,0.747058781763447,-1.15851835022087,0.452817945379404,-0.186056351361202,-0.413070926271794,0.801574030280303,0.272221051467158,1.43926742863129,"French"
-0.725926491813233,0.464014295657506,-0.954317639345143,-0.232101511071951,-1.07296002868534,0.398092183962166,0.0954133321909006,-0.751787995826285,0.694258652299428,-0.165414576443494,"French"
-0.401044266844181,0.290072136347344,-0.635446179792853,0.236145102520574,0.582217246634219,-0.20031578535875,-0.0617415823470954,-0.909422091652128,-0.349771457450718,0.0295469863922459,"French"
0.243717467151236,0.601463574633259,-1.69146879395987,0.40190110275224,-0.00270840762055485,0.438191904281722,0.381014480901206,0.403861724086077,0.450317942518507,-0.0627871889032122,"French"
1.39782748391669,1.69658421028159,-0.0855445263419694,0.862261008803295,0.968653775449464,0.289117046295362,-0.0420210174858417,-0.192512839054249,1.17587539189343,-0.208488823606712,"English"
1.98388077634705,-1.13061776751897,0.279874284135505,-1.83042388864323,0.633831109547046,0.212042861423687,-0.107694805913685,0.271009804954235,0.465194676188208,-0.0153173357592582,"French"
2.17997465357257,-1.19617220627517,0.868450409758411,0.340274477000273,1.35575392843034,-0.0999477439031814,0.350991392495559,-0.0063992325248482,-0.575589351130481,0.52634646511952,"French"
